,tweets
9520,feel threatened ? #ugandadecides https://t.co/rgqh1tcsi9
9521,"curious know much ug budget allocated tear gas , anti riot personnel equipment #ugandadecides #musevenidecides"
9522,switch social medium ! ! ! #ugandadecides gotta post #ivoted selfie
9523,"#ugandadecides trying keep election day progress social medium , & live coverage #ntv & #nbstv #frustrated"
9524,"voting extended till 7 pm , ugandan havent voted yet go go go #ugandadecides"
9525,@erwoti you're cheap hater . wonder hate benefit . #musevenidecides #ugandadecides
9526,thank @mabiriziej maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug
9527,"hoping minimal violence 2 day friend #ugandadecides today . unfortunately , it's people , power decide"
9528,vote counting underway islamic university uganda-mbale polling station #ugandadecides https://t.co/tgsep3ttfi
9529,watching @ntvuganda @kagutamuseveni interviewed . talking #1986 - #ugandadecides #ugdebate16
9530,meanwhile happened chilling . . . #ugandadecides https://t.co/4djrsh5qrs
9531,@bas_bossa vote rigging evidence ggaba poling station . cc @enamara @amgodiva @samwyri #ugandadecides https://t.co/5b5xphzxep
9532,hey @airtel_ug able #yoola today * 185 # aint working ! ! ! ! #tweetfromusa #ugandadecides
9533,congrats allen ; that's spirit uganda #ugandadecides https://t.co/kqmkqjfho5
9534,ugandan learn cheap divisive politics ur neighbor rwanda 1994 stop youth unlawful act #ugandadecides
9535,"museveni losing everywhere . . . vote counted , blow fall ? #ugandadecides happening ! ! change's upon u ! !"
9536,"#ugandadecides : @amamambabazi say : "" abim district , district registrar withdrawing presidential . . . https://t.co/j4tydniw1c"
9537,"picture : confusion , anxiety voting uganda delay https://t.co/kft8einsxa #ugandadecides https://t.co/mwpqphir0p"
9538,rubaare 1 polling station sevo 168 beso 181 #ugandadecides
9539,total vote counted three polling station rubanda west county counting done : m7 - 536 besigye - 363 #ugandadecides
9540,""" uganda ? ? ? electoral commission extends voting time https://t.co/7wwzga9fii #ugandadecides https://t.co/bgvhnqq2fv """
9541,today learnt never bully informed mass #ugandadecides #vpnwins
9542,"rukungiri , provisional result indicate besigye lead 227 vote museveni 47 via @nbstv #ugandadecides"
9543,year ugandan used vpn beat state apparatus @ucc_official @ugandaec #ugandadecides
9544,there's #ugandadecides #musevenidecides lmfaoo https://t.co/wh4ezanodj
9545,finally cast vote 6 hour confusion heavy rain #ugandadecides
9546,effect solar wind farm . #ugandadecides https://t.co/d1bt3d2owl
9547,photo : police called wakiso voter protest #ugandadecides https://t.co/19em54816q https://t.co/jsgtdiuyq6
9548,"instead democracy , #uganda sadly slowly going path dictatorship https://t.co/zwqmy4nuls #ugandadecides"
9549,@sgegede shit brother half ugandan don't twitter #ugandadecides #ugandadecides
9550,thank @kagutamuseveni maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug .
9551,@mariahrwafrica thank maria . counting ! great stride amidst challenge . @afpphoto @carldesouza1 #ugandadecides
9552,"social medium taken ugandan vote , security measure https://t.co/ju4d6igm6w #ugandadecides https://t.co/z7rh9vdjgq"
9553,#ugandadecides steve harvey replace kiggundu . cry edit photo . https://t.co/mdgyrbhgo9
9554,@nbstv broadcasting result yet @ntvuganda m7 speech 1 pm #ugandadecides
9555,"result area ; besigye : 198 vote , museveni : 168 vote , mbabazi : 3 vote , abed bwanika : 4 vote rest zero vote . #ugandadecides"
9556,thanks @ucc_official ugandan forever #vpn . know . #ugandadecides
9557,m7 never come power democratic process therefore cannot leave power democratic process . #ugandadecides
9558,#bringbackourdata trending #uganda user demand @mtnug enables servives https://t.co/rb50yjn2xc via @ibtimesuk #ugandadecides
9559,"#ugandadecides mbu u r social medium ug 2 de , believe u part defiance campaign ! #ugandaelections"
9560,"appalled report internet , polling office opened time ballot missing #ugandadecides #ugandaelections"
9561,"situation , prelim . #ugandadecides https://t.co/aaz0mivf5y"
9562,counting result begun today's uganda presidential parliamentary vote . #ugandadecides @euinug @dailymonitor
9563,vote counting begin makerere university livingstone hall #ugandadecides https://t.co/aduc9lfe2m
9564,keep track provisional result https://t.co/ag5mnqfbj9 #ugandadecides
9565,@ssegujjajose hahahahahah @ucc_official @ugandaec dont kno told switch #socialmeadia #ugandadecides
9566,@ugandatalks #ugandadecides could get convinced lost hope uganda electoral commission .
9567,thank @maureenkyalya maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug
9568,madness tweet announce twitter shutdown . #ugandadecides https://t.co/94ozyrmokf
9569,beyond ready exercise civic duty . #ugandadecides https://t.co/28qzhlio7i
9570,day . #ugandadecides
9571,@kasujja gotta admire resilience electorate . queued since 7 stoically fulfilling civic responsibility . #ugandadecides
9572,trying check @mtnug mobile money balance #ugandadecides https://t.co/uq0wxdxp4r
9573,"5 : 23 pm mt @observerug strong wind scatter already cast ballot lorupayo polling station , napak . 18 recovered far #ugandadecides"
9574,@ssegujjajose hahahahahah ucc_official @ugandaec dont kno told switch #socialmeadia #ugandadecides
9575,@lubegapaul pray hope change . would somebody want another term even 30 yr ? twakowa ! ! ! #ugandadecides
9576,lol everything today joke #ugandadecides
9577,"#ugandadecides @ugandaec contradicts @ucc_official ucc #socialmedia , allows voting go 7 pm . . . https://t.co/s6tvuuwiy4"
9578,vote counting begin @makerereu livingstone hall @abubakerlubowa #ugandadecides via @dailymonitor https://t.co/3brxrn2kpk
9579,please stop misrepresenting true feeling opinion people nation . #ugandadecides @bbcafrica @ajenglish
9580,live blog : ugandan head poll #museveni hope secure 5 th term https://t.co/o5dy535nyl #ugandadecides https://t.co/rcupuuhrb7
9581,many ballot declared invalid bugolobi #ugandadecides
9582,ask bidding leave dry light shone . hello @ucc_official kajambo #ugandadecides
9583,future uganda #ugandaelections #ugandadecides #freetheinternet #uganda https://t.co/d7mdnlbkwe
9584,done like start #oldskoolthursday #ugandadecides https://t.co/0y56vngxmb
9585,thank @kizzabesigye1 maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug
9586,"lol peep like ' ' batuzaara ku social medium "" #ugandadecides"
9587,finally winner day #ugandadecides https://t.co/jti8wofmhj
9588,#ugandadecides hope opposition already bar tight competition
9589,#uganda opposition warns defiance campaign ' almost inevitable ' ' unfair ' vote https://t.co/7vtoglb3uo via @ibtimesuk #ugandadecides
9590,"happens 5 year , don't frustrated #vote #ugandadecides"
9591,give @nrmonline guy prop tho . . that's bald . . #engo #ugandadecides https://t.co/sbtiynzhjc
9592,polling extension 7 pm doesn't adequately account time lost inconvenience caused voter . #ugandadecides
9593,"hope unblock u soon , take care #communitypolicing #peacefirst #ugandadecides https://t.co/4wmlq2fvls"
9594,thanks opera i'm communicating . #ugandadecides
9595,@ugandaec voter opposition stronghold coincidentally election material late #ugandadecides https://t.co/h1y6hv8uym
9596,cog chair assures #commonwealth ? ? ? assessment / report accurately reflect election observation : https://t.co/2ef9sw4kmj #ugandadecides
9597,"election organised ? people , president appease international community ? #ugandadecides"
9598,"passion election heart warming . proud #kiramunicipality voter , turned style number . #ugandadecides"
9599,voting still going katuuso cou polling station . line still long . happens aren't done 7 pm ? #ugandadecides
9600,hear uganda shut social medium thursday's election . speak friend wandegeya ya jama ? #ugandadecides
9601,uganda social medium site blocked still accessible including block #ugandadecides
9602,"provisional result rukungiri polling station : kb - 258, m7 - 47, jpam - 1 #ugandadecides @nbstv"
9603,blocking social medium ' security reason ' sound weird . #vpn #internetwithoutcensorship #ugandadecides https://t.co/1srw0qavfm
9604,coincidence #besigye stronghold ? #ugandadecides https://t.co/doljhddq4h
9605,sevo soon get taste taiwan @kawalya2 @nasser92 @rydraid #ugandadecides
9606,"retweeted samuel king'oo ( @samwank ) : #ugandadecides , social medium shutdown , contestant explains decision , really ?"
9607,delayed start four hour scorching sun stop exercising right . #ivoted #ugandadecides
9608,6 - hr outage twitter whatsapp back kampala #ugandadecides #democracy
9609,thank @amamambabazi maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug
9610,#ugandadecides procured @ugandaupf gear transit mombasa . https://t.co/qga9edk7oq
9611,"@ucc_official #ugandadecides food thought , #momo go finger snap , financial tool trusted ugandan ?"
9612,"quickness used effect #socialmediacensorship effect education , healthcare , infrastructure reform . #ugandadecides"
9613,voting extended 7 pm area experienced delay #ugandadecides
9614,vote counting underway islamic university uganda polling station @iuiuac #ugandadecides @nbstv https://t.co/dffltxlbgo
9615,serious ! voter took paper exercise book make ballot paper . . #ugandadecides #ugandaelections https://t.co/8lwbdj78uy
9616,@amamambabazi u said vote leave rest done bring u update #ugandadecides
9617,you've got joking ð ? ¸ ð ? ? #ugandadecides
9618,#ugandadecides museveni must go home .
9619,counting northern part uganda #ugandadecides #ugandaelections https://t.co/fglzhohihs
9620,election day . . #ugandadecides https://t.co/6pdljjalxp
9621,@mauricemugisha @kasyate - @ntvuganda continue show happening polling station ( live ) - beyond recorded ? #ugandadecides
9622,"oh . . . twitter live #uganda , last tweet . #ugandadecides"
9623,reading u ug breaking law ! haaahaha #ugandadecides
9624,voting polling station peaceful . started time . ( namugongo mixed - kyaliwajjala ward ) #ugdecides2016 #ugandadecides
9625,ec won't explain report namuwongo polling material arriving 3 pm . #ugandadecides
9626,ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? ð ? ¸ ð ? ? 30 year . . . elected president like school prefect #ugandadecides https://t.co/unliuh9re7
9627,"uganda communication commission blocking facebook , twitter & whatsapp indicates vote count manipulation . #ugandadecides #ugandaelections"
9628,thank @baryamureeba maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug
9629,wabigalo people gave good laugh . mocked system properly . must see #ugandadecides https://t.co/v648wufgh0
9630,heard block social medium site main mobile network provider . people cope ? ? ? #ugandadecides
9631,retweeted red pepper uganda ( @redpepperug ) : police import armored vehicle #ugandadecides . . . https://t.co/il8nu1qafk
9632,retweeted red pepper uganda ( @redpepperug ) : police import armored vehicle #ugandadecides . . . https://t.co/h50tim9f54
9633,don't afraid vocal please . . . #ugandadecides
9634,finally ! ! ! #bonadecides #ugandadecides #ugandaelections https://t.co/hggkwi2hd0
9635,joke election . smh . #ugandadecides
9636,meaning ugandadecides mseveni . . extending term like contract . #musevenidecides
9637,don't waste time going court sham . laughing @kagutamuseveni better . #ugandadecides
9638,@jjjemba twitter reliable predictor election outcome . #ugandadecides
9639,"@kabagumar social medium , mobile money network , reason well known party #ugandadecides"
9640,"#lango , polling station received material according mobile reporter field . #ugandadecides @observerug @radiowafm"
9641,"yeah , that's right ; @kizzabesigye1 5 time m8 - 1 #ugandadecides https://t.co/fxcghmfcb4"
9642,democratic election big fallacy africa . #ugandadecides
9643,rt @africasacountry : make #ugandadecides famous !
9644,uganda block mobile service security reason #ugandadecides https://t.co/4oalt1wjaj
9645,thank @benonbiraaro maintaining ensuring peaceful election period . #ugandadecides #ipledgepeaceug
9646,"uncommon , word vpn shall remain phenomenal term day / year come . #ugandadecides"
9647,"spcs police manning polling , crime preventers . authority #peacefirst #ugandadecides https://t.co/tcmuqcrsnm"
9648,gaba st dennis church full box brought ballot paper already ticked #ugandadecides https://t.co/epf63mgooi
9649,ucc block social medium site ? #ugandadecides
9650,ec allows voting go 7 pm due delay ugandan poll . #ugandadecides https://t.co/dyktn0fwai https://t.co/c6zmxdsdbi
9651,@nuwapius haha thanks . hope you've also voted . #ugandadecides @prosper_med
9652,", opposition cheating ? @amamambabazi first come remind sevo cheated 2001 ! #ugandadecides"
9653,#uganda : voter angered delay teargased . electoral commission must held responsible delay . #ugandadecides
9654,@crisigune @dailymonitor @kizzabesigye1 can't imagine irregularity going thought election exercise . #ugandadecides
9655,#ugandadecides #ugandaelections candidate maureen kyalya cast vote
9656,"#ugandadecides : "" prepare national defiance campaign almost inevitable "" declares opposition platform https://t.co/705nq7aiqn"
9657,"strong wind scatter already cast ballot lorupayo polling station , napak dist . abt 18 recovered far #ugandadecides"
9658,#ugandadecides social medium ( twitter ) accessible #uganda without vpns .
9659,already finish voting #ugandadecides
9660,take part online poll uganda's president museveni serve another term . vote online #ugandadecides https://t.co/pqrhl6n7qb
9661,"feeling disappointed . ucc blocked access social medium , #ugandadecides would trending . @thirsty_barman"
9662,u . . military propping uganda ? ? ? ? ? ? elected ? ? ? autocrat ? #ugandadecides https://t.co/algfkmiati @mullincorinna @ian__patel @ananya_rm
